Simulation,Max Windspeed (kts),Wind Direction (deg),Temperature (°C),Pressure (mbar),Apogee (ft),Max Mach,Polaris Rocket Initial Stability,Polaris Rocket Min Stability,Polaris Rocket Max Stability,Polaris Rocket Apogee Stability,Polaris Rocket Landing Latitude (deg N),Polaris Rocket Landing Longitude (deg E),Polaris Rocket Position East of Launch (ft),Polaris Rocket Position North of Launch (ft),Polaris Rocket Lateral Velocity at Apogee (ft/s)
2021-08-01 11:00:00+00:00,22.46423,300.0,7.881500000000017,1013.8,65793.34654215493,2.450126626403593,3.621128464052527,2.804662095645394,7.277930518344888,5.37238841812876,48.04175180936031,-81.95884690188511,-20870.138560623476,27872.548115559963,277.63603848875357
2021-08-01 12:00:00+00:00,20.895653,300.0,10.581500000000005,1014.4,65846.73798760308,2.4443853874283374,3.759024041350884,2.784477519713921,7.2794872098626255,5.374834332603839,48.03555613570103,-81.96404201460574,-22143.70465858874,25613.815687681126,270.19766409785814
2021-08-01 13:00:00+00:00,19.449196,300.0,12.931500000000028,1015.1,65900.51432759165,2.439859755620242,4.035335898537996,2.813171308381534,7.278998513819846,5.316365248877464,48.025430573655264,-81.9745158299092,-24711.12373774604,21923.19878715664,263.6674602384641
2021-08-01 14:00:00+00:00,19.589005,300.0,15.381500000000017,1015.4,65575.52311506204,2.43515245726545,3.763870092144417,2.8002159692824717,7.2781464374148825,5.448136892571432,48.024999908426594,-81.98307779728208,-26806.574291946108,21768.952438423155,276.2988500043536
2021-08-01 15:00:00+00:00,20.28394,29.999999999999996,17.481498999999985,1015.7,65235.2790800526,2.43100979554489,3.5759738332174242,2.816660647193322,7.27962605674134,5.413003320829745,48.02799232415511,-81.98700292721824,-27765.50698355463,22861.971708637237,288.6869830800843
2021-08-01 16:00:00+00:00,22.60396,29.999999999999996,18.181500000000028,1015.8,64899.656213414884,2.4293282673972874,3.354391535797683,2.8204879113661376,7.275095962922437,6.084341331491197,48.02746068055794,-81.99716185919566,-30251.720031647477,22671.850081154513,304.16915186930663
2021-08-01 17:00:00+00:00,23.32608,0.0,18.881500000000017,1016.2,64671.97788068931,2.427481572998271,3.2578551583626316,2.821398939422673,7.276603382259508,6.218694095585216,48.03022843189658,-81.99844287021808,-30563.552096209456,23682.028514092635,311.6618342319064
2021-08-02 11:00:00+00:00,34.80264,340.0,8.131500000000017,1017.3,64872.17212890539,2.448876935888783,3.966823468632998,2.777717798181787,7.275512024771955,5.357742264448548,47.96631692370264,-82.03326637860951,-39132.82342930128,383.0300798494101,315.86948578651715
2021-08-02 12:00:00+00:00,34.292236,340.0,11.98150099999998,1017.6,63972.91269749696,2.4410381446131946,3.6285937874125005,2.8176754244694164,7.278955575147853,6.1359614359626455,47.97676605151524,-82.04556805904684,-42138.14288465898,4201.302280702389,344.04417940359116
2021-08-02 13:00:00+00:00,32.610455,340.0,14.831500000000005,1017.5,63764.5775938239,2.4361412486442275,3.6634554164288757,2.8042113539437428,7.280258731387328,6.391491339833308,47.97959459294455,-82.04619598226776,-42289.6385544828,5233.485363121325,347.1848568983873
2021-08-02 14:00:00+00:00,30.204325,340.0,17.381500000000017,1016.1,63978.7347616187,2.4317316701556426,3.7657551522594455,2.8054640825808557,7.278387222438989,6.397792447459484,47.97853115699261,-82.0427551361346,-41447.724011415834,4843.680874637001,339.56546580720885
2021-08-02 15:00:00+00:00,27.2523,330.0,19.131500000000017,1016.5,63477.2614242102,2.4276787730298772,3.5163394073716243,2.8172369796788397,7.279172415144922,6.32123395595546,47.970029782570826,-82.0515692889143,-43613.77466104105,1747.2789679461484,356.30557303984295
2021-08-02 16:00:00+00:00,29.337032,330.0,20.031499999999994,1015.7,62998.07701725042,2.4263794591203287,3.247682005022563,2.8239203899181358,7.2776556825589305,5.880044641593525,47.97690308929603,-82.05881986266577,-45383.96057181254,4258.8110617035,373.3390882980914
2021-08-02 17:00:00+00:00,30.721146,330.0,21.131500000000017,1015.4,63194.47736582975,2.4256672475160084,3.301593815074239,2.826554151254432,7.279235825807234,5.518061087237363,47.97963472439107,-82.05504777990762,-44457.67248526636,5253.102563976149,366.24427172784704
2021-08-02 18:00:00+00:00,29.727974,340.0,21.431500000000028,1014.9,63398.083555103665,2.4258387647387303,3.378883459934829,2.8229496939333103,7.276688848705082,6.382591871693856,47.97759448381238,-82.05209273102112,-43735.61678101761,4507.1425319167,359.19539147963593
