Simulation,Max Windspeed (kts),Wind Direction (deg),Temperature (°C),Pressure (mbar),Apogee (ft),Max Mach,Polaris Rocket Initial Stability,Polaris Rocket Min Stability,Polaris Rocket Max Stability,Polaris Rocket Apogee Stability,Polaris Rocket Landing Latitude (deg N),Polaris Rocket Landing Longitude (deg E),Polaris Rocket Position East of Launch (ft),Polaris Rocket Position North of Launch (ft),Polaris Rocket Lateral Velocity at Apogee (ft/s)
2021-08-03 13:00:00+00:00,31.775820000000003,290.0,16.631500000000017,1014.0,64599.7492726514,2.436952526245785,3.727069980245377,2.7997462760840204,7.212328973073902,6.131018221647781,47.93738829232947,-81.79936805982226,18180.78062844081,-10201.753875527414,311.7636716473862,
2021-08-03 14:00:00+00:00,30.30606,280.0,18.431500000000028,1014.8,64821.35158135288,2.433286674777005,3.621143975840547,2.816917369338223,7.224875710395477,6.233547904792816,47.94025215935157,-81.80143448926674,17673.260912569476,-9157.513607412397,298.5655220160334,
2021-08-03 15:00:00+00:00,30.367153,280.0,19.231498999999985,1015.0,64877.99213149569,2.43116461210157,3.451583899075136,2.8139426785768746,7.254109511907201,6.369211935113328,47.93913267733728,-81.80957596595238,15677.99065917556,-9567.653297963465,295.0773857312813,
2021-08-03 17:00:00+00:00,30.120811,290.0,20.881500000000017,1015.1,65002.639729606766,2.427594400782257,3.4836725464457263,2.8220768398219898,7.27807819478967,5.715805466328538,47.945492523059855,-81.81851503678006,13485.176682855363,-7249.309964154267,288.7039787925348,
2021-08-03 18:00:00+00:00,30.734808,290.0,20.981498999999985,1014.8,65262.79629844409,2.427180049348754,3.4656935090454866,2.8194150814089434,7.274875593342749,5.794265715443728,47.94402383848909,-81.82217500391857,12588.506206842017,-7785.6958355872275,277.40375574016264,
2021-08-03 19:00:00+00:00,31.135171999999997,280.0,21.581500000000005,1014.6,65418.57364956303,2.426375130379927,3.5097113976576044,2.825105389227514,7.274242620981609,5.772654789938849,47.94788180762445,-81.82255961040654,12493.309898178895,-6378.393828727232,269.68992075080223,
2021-08-04 11:00:00+00:00,16.21162,0.0,9.781500999999992,1017.2,66957.0760370443,2.4433422778272176,3.884457466006579,2.7799277139750633,7.248470949203887,5.618047378344103,47.91788361836561,-81.9109622150288,-9177.736509827479,-17323.435885175833,212.49439227523834,
2021-08-04 12:00:00+00:00,16.846615,0.0,13.431500000000028,1017.6,66598.95126844537,2.436060968086773,3.789672424291168,2.8488408312755658,7.267562103212327,5.87187196613074,47.91690723048915,-81.91029723288273,-9014.837827972075,-17679.69309982945,227.13187816783326,
2021-08-04 13:00:00+00:00,16.21162,0.0,16.231498999999985,1017.2,66764.43685062538,2.4313152956264164,3.7279282858253326,2.821977836548641,7.274215603451074,5.703440726517582,47.92323055922797,-81.90634938768409,-8045.739891993657,-15373.426539952365,210.52101047854833,
2021-08-04 14:00:00+00:00,16.846615,0.0,18.781499999999994,1017.4,66435.3942468364,2.426566003049384,3.8436127694056146,2.825807633523738,7.2789564111171385,5.930953963638497,47.92371793803925,-81.90832260503414,-8529.48643459854,-15195.42234453981,227.03635016094358,
2021-08-04 15:00:00+00:00,13.9872465,100.0,20.781499999999994,1017.4,66079.77697911557,2.422395619182531,3.7286976872204916,2.8309804923130035,7.276501973372184,6.106326997692905,47.92577840266402,-81.91348175244451,-9794.092170973758,-14443.16705570961,245.409859548224,
2021-08-04 16:00:00+00:00,13.787904,239.99999999999997,22.781499999999994,1016.8,65943.44969190657,2.418989541478617,3.7191509089573125,2.8465603893494555,7.279408658221061,6.139640497608159,47.92823507980707,-81.910099772419,-8964.457462463437,-13547.39965956134,251.12453670008207,
2021-08-04 17:00:00+00:00,14.581299,260.0,24.381500000000017,1017.2,65580.96822264703,2.415866525950243,3.7077061456765303,2.8486894425694214,7.276753705973401,6.118012215298096,47.92924896207994,-81.90985748262374,-8904.88042199338,-13177.570492203013,267.10887728200777,
2021-08-04 18:00:00+00:00,13.622299,0.0,25.581500000000005,1016.6,65519.7534649678,2.4141261720229026,3.734965503944545,2.86129260683682,7.2770687981223565,5.716413653026808,47.9330170984966,-81.90602725300141,-7965.250384829505,-11803.398602702699,268.8145547791385,
2021-08-04 19:00:00+00:00,15.420304,250.00000000000003,26.331500000000005,1016.0,65495.19619415805,2.413244295333897,3.9375210257790885,2.8580168671914876,7.272076229854546,5.970736230175536,47.938970618995384,-81.90456368792108,-7605.583262955383,-9631.740480570768,270.2292610125263,
