Simulation,Max Windspeed (kts),Wind Direction (deg),Temperature (°C),Pressure (mbar),Apogee (ft),Max Mach,Polaris Rocket Initial Stability,Polaris Rocket Min Stability,Polaris Rocket Max Stability,Polaris Rocket Apogee Stability,Polaris Rocket Landing Latitude (deg N),Polaris Rocket Landing Longitude (deg E),Polaris Rocket Position East of Launch (ft),Polaris Rocket Position North of Launch (ft),Polaris Rocket Lateral Velocity at Apogee (ft/s)
2021-08-01 11:00:00+00:00,22.46423,300.0,7.881500000000020,1013.8,66961.83830430730,2.450082023528210,3.616755069042660,2.766543670798940,7.272186364796030,4.979269416048260,47.98046606728660,-81.91905432758180,-11148.63269214420,5507.354834326580,210.6412438281860
2021-08-01 12:00:00+00:00,20.895653,300.0,10.581500000000000,1014.4,66948.71008522610,2.4443661999580000,3.755620266075320,2.7824859158696200,7.248631708909920,4.905742670034640,47.97440128440360,-81.92510064063250,-12631.012251765200,3295.8773475473700,205.63551088780400
2021-08-01 13:00:00+00:00,19.449196,300.0,12.931500000000000,1015.1,66895.32725598790,2.4397266588215200,4.033648633472970,2.8074448854221200,7.264567654286080,4.889006715574040,47.96703056797850,-81.93224074997680,-14382.063134515000,608.3218048341600,204.98315500543700
2021-08-01 14:00:00+00:00,19.589005,300.0,15.381500000000000,1015.4,66591.47706309990,2.4349444903393400,3.7606097340658400,2.8007091459645500,7.252079341874380,5.119330363033320,47.96567242250300,-81.93865862253410,-15954.794154620700,114.13853233918200,220.24923867741100
2021-08-01 15:00:00+00:00,20.28394,30.000000000000000,17.481499000000000,1015.7,66308.89007817340,2.4307770825829800,3.571423848845630,2.8232769361520400,7.253626201079130,5.196778454220190,47.96585626262400,-81.9418401516723,-16734.197078983500,181.87665336650400,232.71251777568200
2021-08-01 16:00:00+00:00,22.60396,30.000000000000000,18.181500000000000,1015.8,65993.04657119730,2.4291053157621800,3.3488542532509400,2.8156341938707100,7.272724729418830,5.276198077471120,47.965734193706300,-81.94775239347810,-18182.71102896360,138.68453295022100,250.88452786464300
2021-08-01 17:00:00+00:00,23.32608,0.0,18.881500000000000,1016.2,65807.31926187230,2.4273411868292100,3.251360914978600,2.821184224578480,7.269113362822970,6.270271820524950,47.967789006602300,-81.94734875532880,-18083.104117976400,888.175950119912,257.8524484255630
2021-08-02 11:00:00+00:00,34.80264,340.0,8.131500000000020,1017.3,65264.8255942122,2.4472744751266800,3.9682051828414900,2.777396378949600,7.22529909591902,5.827769571572850,47.925849997285400,-81.94106224677040,-16556.386514884800,-14412.340240390900,302.6772487361670
2021-08-02 12:00:00+00:00,34.292236,340.0,11.98150100000000,1017.6,64546.407378474000,2.439672177802420,3.6273918937210100,2.787918594426220,7.276011605801960,5.462588908370890,47.93318654476780,-81.94769502954940,-18180.06942058710,-11734.525725895000,324.83101088471800
2021-08-02 13:00:00+00:00,32.610455,340.0,14.831500000000000,1017.5,64373.374111654700,2.435024130107650,3.6621205334236800,2.806415556649910,7.27605108611214,5.46831802780229,47.93658555193600,-81.94437407449370,-17364.800009756100,-10495.35542399650,326.5213730521490
