Simulation,Max Windspeed (kts),Wind Direction (deg),Temperature (°C),Pressure (mbar),Apogee (ft),Max Mach,Polaris Rocket Initial Stability,Polaris Rocket Min Stability,Polaris Rocket Max Stability,Polaris Rocket Apogee Stability,Polaris Rocket Landing Latitude (deg N),Polaris Rocket Landing Longitude (deg E),Polaris Rocket Position East of Launch (ft),Polaris Rocket Position North of Launch (ft),Polaris Rocket Lateral Velocity at Apogee (ft/s)
2021-08-01 11:00:00+00:00,22.46423,300.0,7.881500000000017,1013.8,65793.41514514465,2.4501266967729474,3.621128464052527,2.805686976171946,7.271328932791274,5.3723294109168656,47.995740045841565,-81.92531281977847,-12677.760687476322,11080.220500974856,277.6318554825036
2021-08-01 12:00:00+00:00,20.895653,300.0,10.581500000000005,1014.4,65846.66683274621,2.4443853655714536,3.759024041350884,2.7818985955310147,7.2159527567335475,5.376758455728676,47.989945309030794,-81.93128542951435,-14141.760695786974,8967.355578492818,270.2015296441303
2021-08-01 13:00:00+00:00,19.449196,300.0,12.931500000000028,1015.1,65900.59209777134,2.439859746672511,4.035335898537996,2.7932384779412947,7.276903291335966,5.316127743334519,47.98293737342237,-81.93827363876466,-15855.188619567743,6412.242673097259,263.66202286232897
2021-08-01 14:00:00+00:00,19.589005,300.0,15.381500000000017,1015.4,65575.52229576692,2.4351524418806823,3.763870092144417,2.807919110090268,7.1633343334405915,5.446258108131985,47.98148020020875,-81.94437143778693,-17349.116029143104,5881.983590747914,276.3002250033238
2021-08-01 15:00:00+00:00,20.28394,29.999999999999996,17.481498999999985,1015.7,65235.189982075266,2.4310097337743444,3.5759738332174242,2.8205677824027267,7.2660222437421575,5.409439537148391,47.98137198606788,-81.94727299447435,-18059.80694231359,5843.173453262079,288.69197402458735
2021-08-01 16:00:00+00:00,22.60396,29.999999999999996,18.181500000000028,1015.8,64899.60860985895,2.429328233501612,3.354391535797683,2.816963047345503,7.254993681018403,5.84036303538351,47.98106230331199,-81.95282536039217,-19419.81878904449,5731.5512682306535,304.17180400040405
2021-08-01 17:00:00+00:00,23.32608,0.0,18.881500000000017,1016.2,64671.983896149235,2.427481530629898,3.2578551583626316,2.8203685446246576,7.247534837364207,6.21425151169809,47.98294762090175,-81.95228206101139,-19286.04992115062,6419.17194606256,311.6600767140924
2021-08-02 11:00:00+00:00,34.80264,340.0,8.131500000000017,1017.3,64872.09242329613,2.4488768898050957,3.966823468632998,2.7734613093989,7.266216800117472,5.353768583012904,47.94268896043515,-81.94708825695254,-18028.0150973596,-8268.248034663027,315.87343992519027
2021-08-02 12:00:00+00:00,34.292236,340.0,11.98150099999998,1017.6,63972.95356132056,2.4410382643144906,3.6285937874125005,2.7896585106830947,7.272252316149531,6.142202994196662,47.94944018090398,-81.95276302130647,-19416.398016450068,-5804.065684237466,344.0407934038888
2021-08-02 13:00:00+00:00,32.610455,340.0,14.831500000000005,1017.5,63764.37170963306,2.4361412103665194,3.6634554164288757,2.7944544416162107,7.274205595540729,6.391685305402304,47.952668563028695,-81.94929467264845,-18565.243520437434,-4627.223785823301,347.194695554315
2021-08-02 14:00:00+00:00,30.204325,340.0,17.381500000000017,1016.1,63978.78327449777,2.431731810314994,3.7657551522594455,2.8055022069474873,7.277214790568874,6.397569809481023,47.95314302639403,-81.94785268285929,-18211.706255448804,-4454.485864014653,339.5630862578451
2021-08-02 15:00:00+00:00,27.2523,330.0,19.131500000000017,1016.5,63477.315244453785,2.4276788579029294,3.5163394073716243,2.8177529767833613,7.2751951074751275,6.319912763339384,47.94992234155302,-81.9521368202614,-19262.753958293066,-5628.333208051988,356.3032258915864
2021-08-02 16:00:00+00:00,29.337032,330.0,20.031499999999994,1015.7,62997.98515312809,2.4263793583193625,3.247682005022563,2.8203814362955315,7.26099674566392,5.879630712242219,47.95516590833872,-81.95622584027926,-20262.802230824498,-3714.4615322840727,373.34244153741315
2021-08-02 17:00:00+00:00,30.721146,330.0,21.131500000000017,1015.4,63194.621212187696,2.4256671902330376,3.301593815074239,2.8256534490808694,7.274629371152981,5.51769292906169,47.95774874007008,-81.95464881430374,-19875.368081174965,-2772.6684216464187,366.237335357762
2021-08-02 18:00:00+00:00,29.727974,340.0,21.431500000000028,1014.9,63398.0372722325,2.4258385984902553,3.378883459934829,2.8303399499879585,7.276045514553016,6.3834283943835874,47.95668921342623,-81.95213825225814,-19260.589940181006,-3159.8150180864486,359.1963726314974
2021-08-02 19:00:00+00:00,30.176512,350.0,22.381500000000017,1014.2,63377.5670062593,2.4252084409358967,3.343304861367773,2.8237818599199915,7.271666057127442,6.331391574010983,47.955399275092844,-81.95384313402354,-19678.841548566157,-3629.9474095021346,361.0138758697625
2021-08-03 11:00:00+00:00,32.05863,280.0,13.631500000000017,1013.4,62240.41574693509,2.4427252933165895,3.212033747071669,2.7821184052903503,7.270764724530712,6.42404225498866,47.97221690643474,-81.93573871174132,-15237.502153119218,2500.9469540259083,397.86353532647655
2021-08-03 12:00:00+00:00,31.775824,290.0,15.031500999999992,1013.7,63464.6269023356,2.4404200973847123,3.633685239063953,2.8011313500016355,7.211517210739542,6.062842172468415,47.97068736617053,-81.92621683808248,-12905.355561869877,1941.2402076362157,356.510806248487
2021-08-03 13:00:00+00:00,31.775820000000003,290.0,16.631500000000017,1014.0,63880.236963950534,2.4371517442446624,3.72900123958903,2.8083405283466814,7.233702167226513,5.976480302033578,47.972849954257626,-81.92270728666595,-12045.109271054665,2729.5756474447203,339.42662293818245
2021-08-03 14:00:00+00:00,30.30606,280.0,18.431500000000028,1014.8,64085.22484513206,2.433504366419945,3.6237648370129882,2.81625365464865,7.187218578346459,6.330790490611569,47.97508187716689,-81.92093807364554,-11611.218558155377,3543.500758371837,328.30984707441064
2021-08-03 15:00:00+00:00,30.367153,280.0,19.231498999999985,1015.0,64061.24779198853,2.431543681685427,3.4551193807207827,2.813748145119623,7.254185764972939,6.1812434244737915,47.97730055214483,-81.92257645112058,-12012.027263167845,4353.11555977404,328.6404361674761
2021-08-03 17:00:00+00:00,30.120811,290.0,20.881500000000017,1015.1,64215.77706191061,2.4279188034870085,3.4870134367314534,2.824599377790506,7.240140906480441,6.376510092937816,47.979087285394115,-81.9246135770736,-12510.571648837331,5005.232872951677,322.31805480932195
2021-08-03 18:00:00+00:00,30.734808,290.0,20.981498999999985,1014.8,64446.590648178775,2.4276633180724825,3.4690421101738385,2.8256766489249907,7.206495543446968,6.2861023091762025,47.97998515050075,-81.92355492222637,-12251.06002779909,5332.600804412723,313.6939148357899
2021-08-03 19:00:00+00:00,31.135171999999997,280.0,21.581500000000005,1014.6,64614.341000853114,2.426904655515066,3.5127469573415913,2.820968461956169,7.2750050075225365,5.9401827764977035,47.98139533615031,-81.92228409262943,-11939.472533127451,5846.832120925424,306.7027653744654
2021-08-04 11:00:00+00:00,16.21162,0.0,9.781500999999992,1017.2,66833.51530433117,2.443919528291792,3.887146281757422,2.7766135420652516,7.254158953406735,5.373363534271627,47.95399408141085,-81.9411787694675,-16575.95581684062,-4145.530360918985,218.21051461296636
2021-08-04 12:00:00+00:00,16.846615,0.0,13.431500000000028,1017.6,66532.30735739552,2.436597211168798,3.7912652872505084,2.9019494154583447,7.223851370805971,5.606316872266474,47.95128927992488,-81.9428060019514,-16975.597221661134,-5131.87326961504,228.75129439373714
